수준	날짜 및 시간	원본	이벤트 ID	작업 범주
정보	2018-01-25 오후 12:21:03	Microsoft-Windows-Kernel-General	15	없음	\??\C:\Users\noble\ntuser.dat 하이브를 시작 크기 6795264바이트와 끝 크기 5783552바이트로 재구성했습니다.
정보	2018-01-25 오후 12:21:00	Microsoft-Windows-Winlogon	7001	(1101)	사용자 환경 개선 프로그램용 사용자 로그온 알림
정보	2018-01-25 오후 12:21:00	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎01‎-‎25T01:32:09.517501400Z
절전 모드 해제 시간: ‎2018‎-‎01‎-‎25T03:20:58.720951100Z

절전 모드 해제 원본: 알 수 없음"
경고	2018-01-25 오후 12:21:00	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:21:00	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:21:00	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:21:00	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:59	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Microsoft-Windows-Ntfs	140	없음	"트랜잭션 로그에 데이터를 플러시하지 못했습니다. 볼륨 ID: D:, 장치 이름: \Device\HarddiskVolume23에서 손상이 발생할 수 있습니다.
(없는 장치를 지정했습니다.)"
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
경고	2018-01-25 오후 12:20:58	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR15 장치에 오류가 감지되었습니다.
정보	2018-01-25 오후 12:20:58	Microsoft-Windows-Kernel-Boot	27	(33)	부팅 유형은 0x1입니다.
정보	2018-01-25 오후 12:20:58	Microsoft-Windows-Kernel-Boot	25	(32)	부팅 메뉴 정책은 0x1입니다.
정보	2018-01-25 오후 12:20:58	Microsoft-Windows-Kernel-Boot	32	(58)	bootmgr에서 사용자 입력을 기다리는 데 0ms를 사용했습니다.
정보	2018-01-25 오후 12:20:58	Microsoft-Windows-Kernel-Boot	18	(57)	이 시스템에는 0x1개의 부팅 옵션이 있습니다.
정보	2018-01-25 오후 12:20:58	Microsoft-Windows-Kernel-Boot	30	(21)	펌웨어가 부팅 메트릭을 보고했습니다.
경고	2018-01-25 오후 12:20:58	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-01-25 오후 12:20:58	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-01-25 오후 12:20:57	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-01-25 오후 12:20:57	Microsoft-Windows-Kernel-Power	105	(100)	전원 변경.
정보	2018-01-25 오후 12:20:56	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎01‎-‎25T01:32:12.660298600Z에서 ‎2018‎-‎01‎-‎25T03:20:56.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-01-25 오전 10:32:12	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-01-25 오전 10:32:11	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎01‎-‎25T01:32:11.856609600Z에서 ‎2018‎-‎01‎-‎25T01:32:10.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-01-25 오후 12:20:57	EventLog	6013	없음	시스템 작동 시간은 1177680초입니다.
정보	2018-01-25 오후 12:20:56	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{1F28B6AC-87D9-4505-8445-493759E2E3D1}
"
정보	2018-01-25 오전 10:32:11	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{1AB41B36-EDF4-4F70-A85A-3D7E115F18A6}
"
정보	2018-01-25 오전 10:32:11	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{4E0C003F-053E-4A9B-8AC8-9875260B0CBE}
"
정보	2018-01-25 오전 10:32:10	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Application API"
정보	2018-01-25 오전 10:32:08	Microsoft-Windows-Winlogon	7002	(1102)	사용자 환경 개선 프로그램용 사용자 로그오프 알림
오류	2018-01-25 오전 10:09:58	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-VDAKD4D\noble SID(S-1-5-21-3663961258-2295108646-1993617583-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-01-25 오전 8:02:14	Microsoft-Windows-FilterManager	6	없음	파일 시스템 필터 'BHDrvx64'(6.1, ‎2017‎-‎09‎-‎07T08:34:58.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다.
정보	2018-01-25 오전 8:02:14	Microsoft-Windows-FilterManager	1	없음	파일 시스템 필터 'BHDrvx64'(버전 6.1, ‎2017‎-‎09‎-‎07T08:34:58.000000000Z)을(를) 성공적으로 언로드했습니다.
오류	2018-01-25 오전 4:52:35	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-01-25 오전 12:49:05	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎01‎-‎24T12:23:59.323952000Z
절전 모드 해제 시간: ‎2018‎-‎01‎-‎24T15:49:03.749655100Z

절전 모드 해제 원본: 알 수 없음"
경고	2018-01-25 오전 12:49:04	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-01-25 오전 12:49:04	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-01-25 오전 12:49:03	Microsoft-Windows-Kernel-Boot	27	(33)	부팅 유형은 0x2입니다.
정보	2018-01-25 오전 12:49:03	Microsoft-Windows-Kernel-Boot	25	(32)	부팅 메뉴 정책은 0xBCE2A000입니다.
정보	2018-01-25 오전 12:49:03	Microsoft-Windows-Kernel-Boot	32	(58)	bootmgr에서 사용자 입력을 기다리는 데 0ms를 사용했습니다.
정보	2018-01-25 오전 12:49:03	Microsoft-Windows-Kernel-Boot	18	(57)	이 시스템에는 0x1개의 부팅 옵션이 있습니다.
정보	2018-01-25 오전 12:49:03	Microsoft-Windows-Kernel-Boot	30	(21)	펌웨어가 부팅 메트릭을 보고했습니다.
정보	2018-01-25 오전 12:49:03	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-01-25 오전 12:49:02	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎01‎-‎24T12:24:15.949034900Z에서 ‎2018‎-‎01‎-‎24T15:49:02.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-01-24 오후 9:24:15	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-01-24 오후 9:24:06	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Hibernate from Sleep - Fixed Timeout"
정보	2018-01-24 오후 9:23:59	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎01‎-‎24T12:23:59.323952000Z
절전 모드 해제 시간: ‎2018‎-‎01‎-‎24T12:23:59.323952000Z

절전 모드 해제 원본: S4 최대 절전 모드로 전환"
경고	2018-01-24 오후 9:23:59	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-01-24 오후 9:23:59	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-01-24 오후 9:23:59	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-01-24 오후 9:23:58	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎01‎-‎24T09:24:00.672400700Z에서 ‎2018‎-‎01‎-‎24T12:23:58.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-01-24 오후 6:24:00	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-01-24 오후 6:23:59	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎01‎-‎24T09:23:59.689678100Z에서 ‎2018‎-‎01‎-‎24T09:23:58.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-01-24 오후 6:23:59	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Button or Lid"
정보	2018-01-24 오후 6:23:59	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{4E0C003F-053E-4A9B-8AC8-9875260B0CBE}
"
정보	2018-01-24 오후 6:23:59	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{1AB41B36-EDF4-4F70-A85A-3D7E115F18A6}
"
정보	2018-01-24 오후 6:02:18	Microsoft-Windows-FilterManager	6	없음	파일 시스템 필터 'ATamptNt_SafeTransaction'(10.0, ‎2017‎-‎10‎-‎31T13:41:29.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다.
정보	2018-01-24 오후 6:02:15	Microsoft-Windows-FilterManager	6	없음	파일 시스템 필터 'AntiStealth_SafeTransactionF'(10.0, ‎2017‎-‎10‎-‎27T15:02:40.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다.
정보	2018-01-24 오후 6:01:51	Microsoft-Windows-FilterManager	1	없음	파일 시스템 필터 'ATamptNt_SafeTransaction'(버전 10.0, ‎2017‎-‎10‎-‎31T13:41:29.000000000Z)을(를) 성공적으로 언로드했습니다.
정보	2018-01-24 오후 6:01:50	Microsoft-Windows-FilterManager	1	없음	파일 시스템 필터 'AntiStealth_SafeTransactionF'(버전 10.0, ‎2017‎-‎10‎-‎27T15:02:40.000000000Z)을(를) 성공적으로 언로드했습니다.
오류	2018-01-24 오후 3:33:11	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-VDAKD4D\noble SID(S-1-5-21-3663961258-2295108646-1993617583-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-01-24 오후 2:21:39	Microsoft-Windows-Kernel-Power	105	(100)	전원 변경.
정보	2018-01-24 오후 2:21:28	Microsoft-Windows-Kernel-Power	105	(100)	전원 변경.
오류	2018-01-24 오후 1:06:14	Service Control Manager	7034	없음	VMware Authorization Service 서비스가 예기치 않게 종료되었습니다. 이것이 1번째입니다.
정보	2018-01-24 오후 12:07:10	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 35개가 업데이트되고 수정된 페이지 7개가 만들어졌습니다.
정보	2018-01-24 오후 12:03:19	Microsoft-Windows-Kernel-General	15	없음	\SystemRoot\System32\config\DRIVERS 하이브를 시작 크기 5967872바이트와 끝 크기 5951488바이트로 재구성했습니다.
정보	2018-01-24 오후 12:00:49	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 12개가 업데이트되고 수정된 페이지 2개가 만들어졌습니다.
정보	2018-01-24 오후 12:00:19	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎01‎-‎24T00:16:29.924597000Z
절전 모드 해제 시간: ‎2018‎-‎01‎-‎24T03:00:14.339760500Z

절전 모드 해제 원본: 장치 -Intel(R) USB 3.0 확장 가능한 호스트 컨트롤러 - 1.0(Microsoft)"
경고	2018-01-24 오후 12:00:14	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-01-24 오후 12:00:14	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-01-24 오후 12:00:13	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-01-24 오후 12:00:12	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎01‎-‎24T00:16:32.535331900Z에서 ‎2018‎-‎01‎-‎24T03:00:12.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-01-24 오전 9:16:32	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-01-24 오전 9:16:31	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: System Idle"
정보	2018-01-24 오후 12:00:13	EventLog	6013	없음	시스템 작동 시간은 1090036초입니다.
정보	2018-01-24 오후 12:00:12	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{1F28B6AC-87D9-4505-8445-493759E2E3D1}
"
정보	2018-01-24 오전 9:16:32	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{4E0C003F-053E-4A9B-8AC8-9875260B0CBE}
"
정보	2018-01-24 오전 9:16:32	BROWSER	8033	없음	"BROWSER 원본에서 이벤트 ID 8033에 대한 설명을 찾을 수 없습니다. 이 이벤트를 발생시킨 구성 요소가 로컬 컴퓨터에 설치되어 있지 않거나 설치가 손상되었습니다. 로컬 컴퓨터에서 구성 요소를 설치 또는 복구할 수 있습니다.

이벤트가 다른 컴퓨터에서 시작된 경우 표시 정보를 이벤트와 함께 저장해야 합니다.

다음 정보가 이벤트와 함께 포함되었습니다.

\Device\NetBT_Tcpip_{1AB41B36-EDF4-4F70-A85A-3D7E115F18A6}
"
오류	2018-01-24 오전 7:18:41	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-VDAKD4D\noble SID(S-1-5-21-3663961258-2295108646-1993617583-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
오류	2018-01-24 오전 7:06:40	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-VDAKD4D\noble SID(S-1-5-21-3663961258-2295108646-1993617583-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-01-24 오전 7:05:11	Virtual Disk Service	4	없음	서비스가 중지되었습니다.
정보	2018-01-24 오전 7:05:06	Microsoft-Windows-Ntfs	98	없음	볼륨 \\?\Volume{0605c492-0000-0000-0000-100000000000} (\Device\HarddiskVolume23) 정상입니다. 작업이 필요 없습니다.
정보	2018-01-24 오전 7:04:33	Virtual Disk Service	3	없음	서비스가 시작되었습니다.
정보	2018-01-24 오전 7:04:10	Microsoft-Windows-Ntfs	98	없음	볼륨 E: (\Device\HarddiskVolume23) 정상입니다. 작업이 필요 없습니다.
경고	2018-01-24 오전 7:02:55	Microsoft-Windows-Ntfs	140	없음	"트랜잭션 로그에 데이터를 플러시하지 못했습니다. 볼륨 ID: E:, 장치 이름: \Device\HarddiskVolume22에서 손상이 발생할 수 있습니다.
(없는 장치를 지정했습니다.)"
경고	2018-01-24 오전 7:02:55	Microsoft-Windows-Ntfs	140	없음	"트랜잭션 로그에 데이터를 플러시하지 못했습니다. 볼륨 ID: E:, 장치 이름: \Device\HarddiskVolume22에서 손상이 발생할 수 있습니다.
(없는 장치를 지정했습니다.)"
정보	2018-01-24 오전 7:02:39	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보	2018-01-24 오전 7:01:41	Microsoft-Windows-Ntfs	98	없음	볼륨 E: (\Device\HarddiskVolume22) 정상입니다. 작업이 필요 없습니다.
정보	2018-01-24 오전 7:01:04	Application Popup	26	없음	응용 프로그램 팝업: Windows - 지연된 쓰기 실패 : Exception Processing Message 0xc000a082 Parameters 0x7ffd6d1c1b58 0x7ffd6d1c1b58 0x7ffd6d1c1b58 0x7ffd6d1c1b58
경고	2018-01-24 오전 7:01:03	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR13 장치에 오류가 감지되었습니다.
경고	2018-01-24 오전 7:01:03	Disk	51	없음	페이징 작업 동안 \Device\Harddisk1\DR13 장치에 오류가 감지되었습니다.
정보	2018-01-24 오전 6:06:20	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보	2018-01-24 오전 6:04:13	Service Control Manager	7040	없음	Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
오류	2018-01-24 오전 5:29:06	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-VDAKD4D\noble SID(S-1-5-21-3663961258-2295108646-1993617583-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-01-24 오전 5:25:24	Microsoft-Windows-Kernel-General	16	없음	\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsFeedbackHub_1.1711.3412.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
오류	2018-01-24 오전 3:39:52	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-01-24 오전 3:14:09	Microsoft-Windows-Ntfs	98	없음	볼륨 E: (\Device\HarddiskVolume21) 정상입니다. 작업이 필요 없습니다.
정보	2018-01-24 오전 3:13:47	Application Popup	26	없음	응용 프로그램 팝업: Windows - 지연된 쓰기 실패 : Exception Processing Message 0xc000a082 Parameters 0x7ffd6d1c1b58 0x7ffd6d1c1b58 0x7ffd6d1c1b58 0x7ffd6d1c1b58
경고	2018-01-24 오전 3:13:47	Microsoft-Windows-Ntfs	140	없음	"트랜잭션 로그에 데이터를 플러시하지 못했습니다. 볼륨 ID: E:, 장치 이름: \Device\HarddiskVolume20에서 손상이 발생할 수 있습니다.
(없는 장치를 지정했습니다.)"
